Description,Data.Sugar Total,Data.Water,Data.Vitamins.Vitamin K
"BABYFOOD,CRL,W/EGG YOLKS,STR",0,88.8,0
"BABYFOOD,CRL,W/EGG YOLKS,JR",0,88.7,0
"BABYFOOD,CRL,W/EGGS,STR",0,87.2,0
"BABYFOOD,CRL,EGG YOLKS&BACON,JR",0,85.9,0
"BABYFOOD,OATMEAL CRL W/FRUIT,DRY,INST,TODD",11.09000015,5.4,7.5
"BABYFOOD,COOKIE,BABY,FRUIT",24.20000076,5.7,3.2
"BABYFOOD,CRACKERS,VEG",13,2,35
"BABYFOOD,CRL,RICE,W/MXD FRUIT,JR",10.5,80.4,0.2
"BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY",0,5.3,0
"BABYFOOD,CRL,RICE,W/BANANAS,DRY",16.70000076,4.7,3.8
"BABYFOOD,COOKIES",24.89999962,5.9,5.5
"BABYFOOD,COOKIES,ARROWROOT",0,5.6,0
"BABYFOOD,PRETZELS",3.079999924,4,0.5
"BABYFOOD,TEETHING BISCUITS",28.5,6.4,0.6
ZWIEBACK,12.39999962,4.5,3
"BABYFOOD,DSSRT,DUTCH APPL,STR",17.88999939,79.5,0.5
"BABYFOOD,DSSRT,DUTCH APPL,JR",17.88999939,80.32,0.5
"BABYFOOD,CHERRY COBBLER,JR",10.39000034,79.8,0.5
"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR",9.149999619,81.5,0.2
"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR",16.97999954,81,0.2
"BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR",0,79.8,0
"BABYFOOD,DSSRT,PEACH COBBLER,STR",10.61999989,81.8,1.1
"BABYFOOD,DSSRT,PEACH COBBLER,JR",11.89000034,81.2,1.1
"BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR",10.27999973,77.6,0
"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR",12.60000038,83.4,1.5
"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR",12,82.2,1.5
"BABYFOOD,DSSRT,TROPICAL FRUIT,JR",0,83.2,0
"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR",11.5,79.9,0
"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,JR",12.19999981,79.31,0
"BABYFOOD,JUC,APPL&GRAPE",10.89999962,88.1,0
"BABYFOOD,JUC,FRUIT PUNCH,W/CA",10.60000038,86.5,0.1
"BABYFOOD,JUC,APPL&CHERRY",8.979999542,89.5,0.4
"BABYFOOD,JUC,APPL,W/CA",9,88.3,0
"BABYFOOD,DINNER,VEG&CHICK,JR",1.460000038,87.76,2.1
"BABYFOOD,DINNER,MXD VEG,STR",0,88.7,0
"BABYFOOD,DINNER,MXD VEG,JR",0,90.6,0
"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JR",7.099999905,81.5,0.2
"BABYFOOD,VEG,MIX VEG JR",1.779999971,89.4,7.4
"BABYFOOD,VEG,GARDEN VEG,STR",2.569999933,90,24.5
"BABYFOOD,VEG,MIX VEG STR",1.570000052,89.8,7
"BABYFOOD,DINNER,BF NOODLE,JR",1.450000048,87.8,4.6
"BABYFOOD,APPLS W/HAM,STR",7.980000019,85.3,0.5
"BABYFOOD,CARROTS&BF,STR",2.039999962,87.3,7.4
"BABYFOOD,PLUMS,BANANAS&RICE,STR",9.300000191,85.6,5.7
"BABYFOOD,DINNER,TURKEY,RICE,AND VEG,TODD",0.660000026,86.3,3.9
"BABYFOOD,DINNER,APPLS&CHICK,STR",7.900000095,85.4,0.6
"BABYFOOD,DINNER,BROCCOLI & CHICK,JR",1.429999948,86.92,73.5
"BABYFOOD,DINNER,SWT POTATOES&CHICK,STR",5.369999886,83.7,1.3
"BABYFOOD,DINNER,POTATOES W/CHS&HAM,TODD",0.800000012,81.5,1.3
"BABYFOOD,CRL,BARLEY,PREP W/WHL MILK",0,74.7,0
"BABYFOOD,CRL,HI PROT,PREP W/WHL MILK",0,74.5,0
"BABYFOOD,CRL,MXD,PREP W/WHL MILK",0,74.6,0
"BABYFOOD,CRL,MXD,W/BANANAS,PREP W/WHL MILK",0,74.3,0
"BABYFOOD,CRL,OATMEAL,PREP W/WHL MILK",0,74.5,0
"BABYFOOD,CRL,OATMEAL,W/BANANAS,PREP W/WHL MILK",0,74.3,0
"BABYFOOD,CRL,OATMEAL,W/HONEY,PREP W/WHL MILK",0,74.5,0
"BABYFOOD,CRL,RICE,PREP W/WHL MILK",0,74.6,0
"BABYFOOD,CRL,RICE,W/HONEY,PREP W/WHL MILK",0,74.4,0
"BABYFOOD,CRL,MXD,W/HONEY,PREP W/WHL MILK",0,74.2,0
"BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,PREP W/WHL MILK",0,74.4,0
"BABYFOOD,CRL,RICE,W/BANANAS,PREP W/WHL MILK",0,74.3,0
"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,RTF",5,87.5,5.3
"INF FORMULA,NES,G START SUPR,W/ IRON,LIQ CONC,NOT RECON",9.699999809,75.8,10
"INF FORMULA,NESTLE,GOOD START SUPREME,W/ IRON,PDR",39.29999924,2.5,41
"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,RTF",7.179999828,88.35,5.2
"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,W/IRON,LIQ CONC, NOT REC",13.96000004,75.47,10.2
"INF FORMULA,MEAD JOHNSON,ENFAMIL,W/ IRON,PDR",56,3.3,41
"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,RTF",7.179999828,88.35,5.2
"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,LIQ CNC, NOT REC",14,75.34,10.3
"INF FORMULA,MEAD JOHNSON,ENFAMILLIPIL,W/IRN,PDR,W/ ARA & DHA",56,3.3,41
"INFANT FORMULA,MEAD JOHNSON,ENFAMIL,LO IRON,PDR,NOT RECON",56,3.3,41
"INF FORMULA,MEAD JOHNSON,LOFENALAC,W/ IRON,PDR,NOT RECON",50.40000153,3.4,72
"INF FORM,MEAD JOHNS,ENFAM,LIP,W/ IR,LIQ CONC,W/ ARA & DHA",14,75.34,10.3
"INF FORMULA,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/ IRON,RTF",5.130000114,87.38,5.2
"INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,PDR,NOTRECN",55,2.5,40
"INF FORMMEAD JOHN,ENFAMIL LIPIL,W/ IRON,RTF,W/ ARA & DHA",7.179999828,88.35,5.2
"INF FORM,MEAD JOHNSON,ENFAMIL,NUTRAMIGEN,W/IRON,LC,NOT RECON",13.07999992,75.7,10.1
"INF FORM,ME JOHNS,ENFAMIL,LIPIL,LO IRON,PDR,W/ ARA & DHA",56,3.3,41
"INF FORM,ME JOHNS,ENFAM,LIP,LO IRON,LIQ CONC,W/ ARA & DHA",14.23999977,75.32,10
"CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PDR,NOT RECON",54,3,74
"CHILD FORMULA,MEAD JOHNSON,PORTAGEN,W/ IRON,PREP FROM PDR",7.400000095,82.86,15.1
"INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PDR,NOT RECON",51,2,60
"INFANT FORMULA,MEAD JOHNSON,PREGESTIMIL,W/IRON,PREP FROM PDR",6.630000114,87.5,7.8
"INF FORMULA,MEAD JOHNSON,PROSOBEE,W/ IRON,RTF",6.110000134,88.35,5.2
"INFANT FORMULA,MEAD JOHNSON,PROSOBEE,W/IRON,LIQ CNC, NOT REC",13.57999992,75.47,10.2
"INF FOR,ME JOHN,ENFAM,LIPIL,LO IRON,READY TO FE,W/ ARA & DHA",7.179999828,88.35,5.2
"INF FORMULA,MEAD JOHNSON,ENFAMIL,PROSOBEE,IRON,PDR,NOT RECON",53,3,40
"INF FOR,ME JOHNS,ENFAMIL,LACTOF LIPIL,W/ IR,PDR,W/ ARA & DHA",57,2.2,42
"INF FOR,MEA JO,ENF,LACT,LIPIL,W/ IR,LI CO,NO REC,W/ AR & DH",13.96000004,75.47,10.2
"INF FORMULA,MEAD JOHNSON,ENFAMIL,LIPIL,RTF,W/ ARA & DHA",6.440000057,88.35,5.2
"INF FORM,AB NUTR,SIMIL,PM 60/40,PDR,NOT RECON (FORM RO)",52.38000107,2.25,41.1
"INF FOR,ME JOH,ENF,NUTR LIPIL,W/ IRO,PDR,NOT RE,W/ ARA & DHA",51,3,40
"INF FOR,ABB NUT,SIMI NAT CA,ADVA,RTF,W/ ARA & DHA,(FOR ROS)",8.199999809,85.07,9.4
"INF FOR,ABB NU,SIM,SP CA,AD 24,W/ IRO,R,W/ ARA & DHA,(FO RO)",8.300000191,85.61,9.4
"INF FORM,ABB NUTR,SIMI,ISO,W/ IRON,RTF,(FOR RO)",6.699999809,87.54,7.2
"INF FORM,ABBOTT NUTR,SIMI,ISO,W/ IRON,LIQ CONC,(FORM ROSS)",13.10000038,75.81,14.1
"INF FORMULA,A NUTR,SIM,IS,W/ IRON,PDR,NOT RECON,(FORROSS)",52.97000122,2.5,56.6
"INF FO,ME JO,ENF,NUTR,LIPIL,W/ IR,LIQ CO NOT RE,W/ ARA & DHA",9.869999886,75.7,10.1
"INF FO,ME JOHN,EN,NUTR LIPIL,W/ IRON,RE TO FE,W/ ARA & DHA",5.130000114,87.38,5.2
"INF FORM,ABBO NUTR,SIMILAC,ALIMENTUM,W/ IRON,RTF,(FORM RO)",4.400000095,87.32,9.8
"INF FORM,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,PDR,ARA&DHA",51,2.5,0
"INF FORMULA,ABBOTT NUTR,SIMILAC,W/ IRON,RTF,(FORMERLY ROSS)",6.900000095,87.79,5.3
"INF FORM,ABB NUTR,SIMI,W/ IRON,LIQ CONC,NOT RECON,(FORM RO)",13.76000023,76.16,10.2
"INF FO,ME JOHN,EN,PROS LIPIL,W/ IRON,PDR,NOT RE,W/ ARA & DHA",53,3.5,40
"INF FORM,ABBONUTR,SIMIL,W/ IRON,PDR,NOT REC,(FORME RO)",54.72999954,2.25,42.1
"INF FORM,MEJOH,ENFA,PROSO,LIPIL,LIQ CONC,NOT RE W/ ARA & DHA",13.57999992,75.47,10.2
"INF FORMULA,ABBOTT NUTR,SIMILAC,LO IRON,RTF,(FORMERLY ROSS)",6.929999828,87.79,5.3
"INF FORM,AB NUTR,SIMILAC,LO IRON,LIQ CONC,NOT REC,(FORM RO)",13.76000023,76.16,10.2
"INF FOR,MEJOHN,PROSOBEE LIPIL,W/ IRON,RE TO FE,W/ ARA & DHA",6.110000134,88.35,5.2
"INF FORM,ABBO NUTR,SIMI,LO IRON,PDR,NOT REC,(FORM R)",54.70000076,2.25,42.1
"CHILD FORMULA,ABBOTT NUTR,PEDIASURE,RTF,(FORMERLY ROSS)",10.5,80.47,3.6
"INF FORMU,MEAD JOHNS,NEXT STEP,PROSO LIPIL,PDR,W/ ARA & DHA",56,3,38
"INF FORM,ME JO,NEXT STEP,PROSO,LIPIL,REATO FEED,W/ ARA & DHA",7.769999981,86.4,5.2
"INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,RTF",7.179999828,88.35,5.2
"INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,W/ IRN,PDR,NOTREC",57,2.2,42
"INF FORMULA,MEAD JOHNSON,ENFAMIL,LACTOFREE,W/ IRN,LQCN,NOREC",13.96000004,75.47,10.2
"INF FORMU,PBM PRO,ULTRA BRI BEGINN,RTF (FORME WYETH-AYERST)",6.400000095,88.1,5.3
"INF FOR,PBM PR,UL BRI BEGI,LIQ CONC,NOT (FOR WYETH-AYERST)",13.89999962,76,10.6
"INF FORM, PBM PROD, ULTRA BRIG BEGINN, PDR, ( WYETH-AYERST)",56,2,43
"INF FORM,PBM,ULTRABRIGHTBEGIN,SOY,RTF,(FORM WY-AY)",6.099999905,88,5.1
"INF FOR,PBM PROD,ULTRA BRIGHT BEGI,S,LIQ CO,(FORME WYE-AYER)",12.18000031,76,10.2
"INF FORM,PBM,ULTRA BRIGHT BEGIN,SOY,PDR (FORM WYETH-AYERST)",52.20000076,2,41.6
"INF FORMULA,NESTLE,GOOD START 2 ESSENTIALS,W/ IRON,RTF",6.190000057,86.6,5.2
"INF FOR,NE,GOOD START 2 ESSENT,W/ IRON,LIQ CONC,NOT RECON",11.89999962,74.2,10
"INF FORMULA,NESTLE,GOOD START 2 ESSENTIALS,W/ IRON,PDR",44.29999924,2.5,38
"INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,W/ IRON,RTF",5.690000057,87.5,5.2
"INF FORMULA,NES,G START ES,SOY,W/ IRON,LIQ CONC,NOT RECON",11.19999981,75.4,10.2
"INF FORMULA,NESTLE,GOOD START ESSENTIALS SOY,IRON,PDR",44.38000107,2.5,40.1
"INF FORMULA,MEAD JOHNSON,NEXT STEP PROSOBEE,PDR,NOT RECON",56,3,38
"INF FORMULA,MEAD JOHNSON,NEXT STEP PROSOBEE,PREP FROM PDR",7.769999981,86.41,5.2
"BABYFOOD,CORN & SWT POTATOES,STR",4,82.62,0.6
"Infa for, A N, SI, ALI, ADVA ready, withARA and DHA, (fo R)",4.400000095,87.32,9.8
"INF FORM,PBM PRODU,STORE BRAND,RTF (FORM WYETH-AYERST)",6.400000095,88.1,5.1
"INF FORM,PBM PROD,STORE BRAND,LC,NOT REC (FORM WYETH-AYERST)",13.89999962,76,10.6
"INF FORMULA,PBM PRODUCTS,STORE BR,PDR,(FORME WYETH-AYERST)",56,2,43
"INF FORMULA,PBM PRO,STORE BRAND,SOY,RTF,(FOR WYETH-AYERST)",6.099999905,88,5.1
"INF FOR,PBM PR,STORE BR,SOY,LIQ CONC,NOT RE (FOR WY-AYERST)",12.18000031,76,10.2
"INF FORM,PBM PRODU,STORE BRA,SOY,PDR,(FORMER WYETH-AYERST)",52.20000076,2,41.6
"INF FORMULA,MEAD JOHNSON,ENFAMIL,AR LIPIL,RTF,W/ ARA & DHA",6.440000057,87,5.5
"INF FORMULA,MEAD JOHNSON,ENFAMIL,AR LIPIL,PDR,W/ ARA & DHA",56.02999878,3,40.9
"INF FORM,ABB NUTR,SIMI NEOS ADV,RTF,W/ ARA & DHA,(FORM ROSS)",6.900000095,87,7.5
"INF FORM,ABBOTT NUTR,NEOSURE ADVANCE,PDR,ARA&DHA (FORM ROSS)",52.02000046,2.25,56.7
"INF FOR,ABBOTT NUTR,LA F ADVA,RTF,W/ ARA & DHA,(FORME RO)",7.400000095,87,5.5
"INF FOR NUTR,SI LAC ADVA,LIQ CONCENTW/ ARA & DHA,(FORME R)",13.77999973,75.88,10.3
"INF FORM,ABBNUTR,LACT FREE ADVA,PDR,W/ ARA & DHA,(FOR RO)",55.66999817,2.2,41.4
"INF FORM,ABB NUTR,SIMI,ADVA,W/ IRON,RTF,(FORM ROSS)",6.900000095,87.79,5.3
"INF FORM,ABB NUTR,SIMI,ADVA,W/ IRON,PDR,N REC(FORMERLY ROSS)",54.72999954,2.25,42.1
"INF FOR,AB N,SII,ADVANCE,W/ IR,LIQ CO,NOT RECON,(FORME ROS)",13.52000046,76.16,10.2
"INF FORM,ABB NUTR,SIMI,ISO,ADVANCE W/ IR,LI CONC,(FORM RO)",13.10000038,75.81,14.1
"INF FORMULA,ABB NUTR,SIMI,ISO,ADVA W/ IRON,RTF,(FORM RO)",6.699999809,87.54,7.2
"INF FORM,AB NUTR,SIMI,ISOMIL,ADV W/ IRON,PDR,NOT RE,(FOR RO)",52.97000122,2.5,56.6
"INF FORMULA,MEAD JOHNSON,ENFAMIL,ENFACARE LIPIL,RTF, ARA&DHA",7.400000095,86,5.7
"FAT,BEEF TALLOW",0,0,0
LARD,0,0,0
"SALAD DRSNG,KRAFT MAYO LT MAYO",4.199999809,55.4,155.1
"SALAD DRSNG,KRAFT MIRACLE WHIP LT DRSNG",9.899999619,63.3,83.6
"SALAD DRSNG,KRAFT MAYO FAT FREE MAYO DRSNG",6.800000191,81.8,155.1
"SALAD DRSNG,KRAFT MIRACLE WHIP FREE NONFAT DRSNG",10.30000019,78.7,83.6
"SALAD DRSNG,RUSSIAN DRSNG",17.68000031,38.53,53.7
"SALAD DRSNG,SESAME SD DRSNG,REG",8.319999695,39.2,56
"SALAD DRSNG,1000 ISLAND,COMM,REG",15.18000031,46.51,69.1
"SALAD DRSNG,MAYO TYPE,REG,W/SALT",6.400000095,39.9,42.2
"SALAD DRSNG,FRENCH DRSNG,RED FAT",16.86000061,54.28,17.8
"SALAD DRSNG,ITALIAN DRSNG,RED FAT",4.550000191,84.68,12.5
"SALAD DRSNG,RUSSIAN DRSNG,LO CAL",21.87000084,65,6.7
"SALAD DRSNG,1000 ISLAND DRSNG,RED FAT",17.30999947,60.73,27.6
"SALAD DRSNG,MAYO,SOYBN OIL,W/SALT",1.080000043,15.06,42.2
"SALAD DRSNG,MAYO,SOYBN&SAFFLOWER OIL,W/SALT",0.479999989,15.3,24.7
"SALAD DRSNG,MAYO,IMITN,SOYBN",6,62.7,42.2
"SALAD DRSNG,MAYO,IMITN,MILK CRM",0,79.6,0
"SALAD DRSNG,MAYO,IMITN,SOYBN WO/CHOL",6,34.6,42.2
"SANDWICH SPRD,W/CHOPD PICKLE,REG,UNSPEC OILS",15.18000031,40.8,24.7
"SHORTENING,HOUSEHOLD,SOYBN (HYDR) -COTTONSEED (HYDR)",0,0,43
"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED)",0,0,24.7
"OIL,VEG,RICE BRAN",0,0,24.7
"OIL,WHEAT GERM",0,0,24.7
"OIL,PNUT,SALAD OR COOKING",0,0,0.7
"OIL,SOYBN,SALAD OR COOKING",0,0,183.9
"VEGETABLE OIL,COCONUT",0,0,0.5
"OIL,OLIVE,SALAD OR COOKING",0,0,60.2
"OIL,VEGETABLE,PALM",0,0,8
"OIL,SESAME,SALAD OR COOKING",0,0,13.6
"OIL,VEG,SUNFLOWER,LINOLEIC (LESS THAN 60%)",0,0,5.4
"MARGARINE,REG,HARD,SOYBN (HYDR)",0,15.7,93
"MARGARINE,REG,LIQ,SOYBN (HYDR&REG)&CTTNSD",0,15.8,106.2
"SALAD DRSNG,ITALIAN DRSNG,COMM,REG",8.319999695,56.4,56
"SALAD DRSNG,KRAFT RANCH DRSNG",4,36.8,0
"SALAD DRSNG,KRAFT ZESTY ITALIAN DRSNG",4.300000191,52.7,0
"SALAD DRSNG,KRAFT LT DONE RIGHT! RANCH DRSNG",4.199999809,61.3,0
"SALAD DRSNG,KRAFT LT DONE RIGHT! ITALIAN DRSNG",4.900000095,73,0
"SALAD DRSNG,KRAFT FREE FAT FREE RANCH DRSNG",6.099999905,63.6,0
"SALAD DRSNG,FRENCH DRSNG,COMM,REG",15.94999981,36.56,121.4
"SALAD DRSNG,KRAFT FREE FAT FREE ITALIAN DRSNG",6.599999905,81.6,0
"MARGARINE-LIKE SPRD,(APPROXIMATELY 37% FAT),UNSPEC OILS",0,59.55,74.6
"MARGARINE,REG,UNSPEC OILS,WO/ SALT",0,18.5,93
"MARGARINE,REG,UNSPEC OILS,W/SALT",0,16.52,93
"SALAD DRSNG,FRENCH,HOME RECIPE",0,24.2,0
"SALAD DRSNG,HOME RECIPE,CKD",9.069999695,69.2,13.8
"SALAD DRSNG,HOME RECIPE,VINEGAR&OIL",2.5,47.4,98.8
"SALAD DRSNG,FRENCH DRSNG,COMM,REG,WO/ SALT",15.94999981,36.56,121.4
"SALAD DRSNG,FRENCH DRSNG,RED FAT,WO/ SALT",28.45000076,54.28,4.8
"SALAD DRSNG,ITALIAN DRSNG,COMM,REG,WO/ SALT",8.319999695,56.4,56
"SALAD DRSNG,ITALIAN DRSNG,RED FAT,WO/ SALT",4.550000191,84.68,12.5
"SALAD DRSNG,MAYO,SOYBN OIL,WO/SALT",0,16.7,0
"SALAD DRSNG,FRENCH,CTTNSD,OIL,HOME RECIPE",0,24.2,0
"SALAD DRSNG,FRENCH DRSNG,FAT-FREE",16.45000076,65.04,0.1
"OIL,VEG,COCOA BUTTER",0,0,24.7
"OIL,VEG,CTTNSD,SALAD OR COOKING",0,0,24.7
"OIL,VEG,SUNFLOWER,LINOLEIC,(APPROX. 65%)",0,0,5.4
"OIL,VEG SAFFLOWER,SALAD OR COOKING,LINOLEIC,(OVER 70%)",0,0,7.1
"OIL,VEG SAFFLOWER,SALAD OR COOKING,OLEIC,OVER 70%",0,0,7.1
"VEGETABLE OIL,PALM KERNEL",0,0,24.7
"OIL,VEGETABLE,POPPYSEED",0,0,0
"OIL,VEGETABLE,TOMATOSEED",0,0,0
"OIL,VEGETABLE,TEASEED",0,0,0
"OIL,VEGETABLE,GRAPESEED",0,0,0
"OIL,VEG,CORN,INDUSTRIAL & RTL,ALLPURP SALAD OR COOKING",0,0,1.9
"FAT,MUTTON TALLOW",0,0,0
"MARGARINE,REG,HARD,SUNFLOWER&SOYBN (HYDR)&CTTNSD (HYDR)",0,15.7,103.3
"OIL,VEGETABLE,WALNUT",0,0,15
"OIL,VEGETABLE,ALMOND",0,0,7
"OIL,VEG,APRICOT KERNEL",0,0,0
"VEGETABLE OIL,SOYBN LECITHIN",0,0,183.9
"OIL,VEGETABLE,HAZELNUT",0,0,0
"OIL,VEGETABLE,BABASSU",0,0,0
"OIL,VEGETABLE,SHEANUT",0,0,0
"SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,COMM,REG",3.480000019,39.71,85.9
"OIL,VEGETABLE,CUPU ASSU",0,0,0
"FAT,CHICKEN",0,0.2,0
"OIL,SOYBN,SALAD OR COOKING,(HYDR)&CTTNSD",0,0,24.7
"SHORTENING,HOUSEHOLD,LARD&VEG OIL",0,0,21.5
"OIL,VEG,SUNFLOWER,LINOLEIC,(HYDR)",0,0,5.4
"SHORTENING BREAD,SOYBN (HYDR)&CTTNSD",0,0,0
"SHORTENING FRYING (REG),SOYBN (HYDR)&CTTNSD (HYDR)",0,0,43
"SHORTENING CAKE MIX,SOYBN (HYDR)&CTTNSD (HYDR)",0,0,43
"SHORTENING INDUSTRIAL,LARD&VEG OIL",0,0,0
"SHORTENING FRYING (HVY DUTY),BF TALLOW&CTTNSD",0,0,0
"SHORTENING CONFECTIONERY,COCNT (HYDR)&OR PALM KERNEL (HYDR)",0,0,43
"SHORTENING FRYING HVY DUTY,SOYBN HYDR,LINOLEIC 30% W/SILICON",0,0,43
"SHORTENING INDUSTRIAL,SOYBN (HYDR)&CTTNSD",0,0,43
"SHORTENING FRYING (HVY DUTY),PALM (HYDR)",0,0,0
SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM,0,0,0
"SHORTENING FRYING HVY DUTY,SOYBN HYDR,LINOLEIC (LESS THAN 1%",0,0,43
"SHORTENING,CONFECTIONERY,FRACTIONATED PALM",0,0,0
"OIL,VEG,NUTMEG BUTTER",0,0,0
"OIL,VEG,UCUHUBA BUTTER",0,0,0
"FAT,DUCK",0,0.2,0
"FAT,TURKEY",0,0.2,0
"FAT,GOOSE",0,0.2,0
"VEGETABLE OIL,AVOCADO",0,0,0
"OIL,VEG,CANOLA",0,0,71.3
"VEGETABLE OIL,MUSTARD",0,0,0
"OIL,VEG,SUNFLOWER,HI OLEIC (70% & OVER)",0,0,5.4
"MARGARINE-BUTTER BLEND,SOYBN OIL & BUTTER",0,17.07,86.5
"SHORTENING,SPL PURPOSE FOR CAKES&FROSTINGS,SOYBN (HYDR)",0,0,43
"SHORTENING,SPL PURPOSE FOR BAKING,SOYBN (HYDR) PALM&CTTNSD",0,0,43
"VEGETABLE OIL,OAT",0,0,24.7
"FISH OIL,COD LIVER",0,0,0
"FISH OIL,HERRING",0,0,0
"FISH OIL,MENHADEN",0,0,0
"FISH OIL,MENHADEN,FULLY HYDR",0,0,0
"FISH OIL,SALMON",0,0,0
"FISH OIL,SARDINE",0,0,0
"SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)",0,0,0
"VEGETABLE OIL-BUTTER SPRD,TUB,SALTED",0,56,46.1
"BUTTER,LT,STK,W/SALT",0,42.1,4.8
"BUTTER,LT,STK,WO/SALT",0,43.2,4.8
"MEAT DRIPPINGS (LARD,BF TALLOW,MUTTON TALLOW)",0,0,0
"ANIMAL FAT,BACON GREASE",0,0,0
"MARGARINE,REG,STK,COMP,80% FAT,W/SALT",0,16.52,93
"MARGARINE,REG,TUB,COMP,80% FAT,W/SALT",0,17.07,91.7
"MARGARINE,VEG OIL SPRD,60% FAT,STK",0,36.95,101.3
"MARGARINE,MARGARINE-LIKE VEG OIL SPRD,60% FAT,TUB",0,37.58,101.3
"MARGARINE,VEG OIL SPRD,STICK/TUB/BOTTLE,60% FAT",0,38.68,101.3
"SHORTENING,VEG,HOUSEHOLD,COMP",0,0,53.2
"SHORTENING,INSTITUTIONAL,COMP",0,0,43
"MARGARINE,REG,STK,UNSALTED,COMP,80% FAT",0,17.5,93
"MARGARINE,REG,TUB,UNSALTED,COMP,80% FAT",0,17.07,91.7
"MARGARINE,VEG OIL SPRD,60% FAT,STK,NO SALT",0,36.95,101.3
"MARGARINE, VEG OIL SPRD,60% FAT,TUB/BOTTLE,UNSALTED",0,37.58,101.3
"MARGARINE-LIKE SPRD,FAT FREE,LIQ,SALTED",0,91,0.3
"MARGARINE-LIKE SPRD,MADE W/YOGURT,STK,SALTED",0,28,93
"MARGARINE-LIKE SPRD,RED CAL,40% FAT,MADE W/YOGURT,TUB,SALTED",0,59,93
"MARGARINE,80% FAT,STK,INCL REG & HYDR CORN & SOYBN OILS",0,16.52,75
"MARGARINE, VEG OIL SPRD,70% FAT,SOYBN & PART HYDR SOYBN,STK",0,26.23,0
"MARGARINE SPRD,APPROX 48% FAT,TUB",0,49.66,101.3
"MARGARINE SPRD,FAT-FREE,TUB",0,90.69,0.1
"MARGARINE,VEG OIL SPRD,20% FAT",0,78.8,70.9
"MARGARINE,VEG OIL SPRD,20% FAT,WO/ SALT",0,78.8,93
"SALAD DRSNG,1000 ISLAND DRSNG,FAT-FREE",16.82999992,66.14,3.7
"SALAD DRSNG,ITALIAN DRSNG,FAT-FREE",8.850000381,85.95,1.6
"SALAD DRSNG,RANCH DRSNG,FAT-FREE",5.349999905,68.33,2.3
"SALAD DRSNG,RANCH DRSNG,COMM,REG",2.450000048,38.18,125.2
"SALAD DRSNG,RANCH DRSNG,RED FAT",3.769999981,62.04,34.8
"SALAD DRSNG,MAYO,LT",4.340000153,55.91,24.7
"OIL,VEG,INDUSTRIAL,MID-OLEIC,SUNFLOWER",0,0,5.4
"OIL,INDUSTRIAL,CANOLA W/ ANTIFOAMING AGENT",0,0,122
"OIL,VEG,INDUSTRIAL,CANOLA FOR SALADS,WOKS & LT FRYING",0,0,71.3
"OIL,INDUS,CANOLA (PART HYDR) OIL FOR DEEP FAT FRYING",0,0,71.3
"OIL,INDUSTRIAL,COCNT",0,0,0.5
"OIL,VEG,INDUS,SOY (PART HYDR),FOR FLAVORING",0,0,24.7
"SHORTENING,INDUS,SOY (PART HYDROG),POURABLE LIQ FRY",0,0,24.7
"OIL,VEG,INDUSTRIAL,SOY,REFINED,FOR WOKS & LT FRYING",0,0,183.9
"OIL,VEG,INDUSTRIAL,SOY (PART HYDR),NON-DAIRY BUTTER FLAVOR",0,0,24.7
"OIL,VEG,INDUSTRIAL,SOY ( PART HYDROGENATED),ALLPURP",0,0,24.7
"OIL,INDUS,SOY (PART HYDR ) & SOY (WINTERIZED),POURABLE FRY",0,0,24.7
"OIL,INDUS,SOY (PART HYDROG) & CTTNSD,TORTILLA SHORTENING",0,0,24.7
"MARGARINE-LIKE SHORTENING,INDUS,SOY(PART  HYDR),CTTNSD,& SOY",0,28,43
